team_id,shortName,teamName,head_coach,won,goals,shots,hits,pim,powerPlayOpportunities,powerPlayGoals,faceOffWinPercentage,giveaways,takeaways,blocked,away_goals,home_goals
24,Anaheim,Ducks,Randy Carlyle,459,2482.0,27260.0,20687.0,12750.0,3371.0,645.0,26872.0,8647.0,5627.0,11462.0,2402,2794
25,Dallas,Stars,Dave Tippett,271,1370.0,13851.0,9354.0,7258.0,2285.0,399.0,0.0,5651.0,3729.0,5018.0,1232,1393
25,Dallas,Stars,Glen Gulutzan,64,332.0,3576.0,3434.0,1655.0,415.0,62.0,6293.0,1050.0,879.0,1933.0,351,354
25,Dallas,Stars,Jim Montgomery,268,1300.0,15548.0,11096.0,3848.0,1352.0,276.0,26098.8,6320.0,3620.0,8096.0,1148,1392
25,Dallas,Stars,Ken Hitchcock,113,608.0,6063.0,1861.0,2491.0,833.0,161.0,4304.8,697.0,459.0,1272.0,541,615
25,Dallas,Stars,Lindy Ruff,174,1028.0,10836.0,6902.0,3468.0,1167.0,214.0,17533.8,3472.0,2456.0,5299.0,973,1108
25,Dallas,Stars,Marc Crawford,79,452.0,4793.0,4550.0,2029.0,634.0,116.0,4106.7,1439.0,1262.0,2354.0,438,513
25,Dallas,Stars,Rick Bowness,140,696.0,7816.0,8424.0,2488.0,784.0,180.0,13267.6,3440.0,2108.0,4128.0,772,664
25,Dallas,Stars,Rick Wilson,13,79.0,933.0,0.0,339.0,128.0,18.0,0.0,0.0,0.0,0.0,75,85
26,Los Angeles,Kings,Andy Murray,176,1095.0,11074.0,3217.0,6156.0,1895.0,314.0,0.0,1979.0,832.0,2028.0,1036,1154
26,Los Angeles,Kings,Darryl Sutter,267,1280.0,15271.0,15689.0,5011.0,1578.0,289.0,25386.1,4715.0,2228.0,6080.0,1155,1290
26,Los Angeles,Kings,John Stevens,63,358.0,4312.0,3680.0,1274.0,457.0,79.0,7211.0,1537.0,627.0,2025.0,371,394
26,Los Angeles,Kings,John Torchetti,5,22.0,339.0,184.0,171.0,77.0,9.0,0.0,138.0,60.0,165.0,25,34
26,Los Angeles,Kings,Marc Crawford,59,449.0,4891.0,3155.0,2193.0,809.0,145.0,0.0,1918.0,810.0,2189.0,475,532
26,Los Angeles,Kings,Terry Murray,141,726.0,8165.0,7347.0,3573.0,1096.0,204.0,5969.4,2994.0,1511.0,3550.0,732,758
26,Los Angeles,Kings,Todd McLellan,116,708.0,9300.0,5840.0,1916.0,772.0,132.0,14282.4,2764.0,1460.0,3444.0,688,872
26,Los Angeles,Kings,Willie Desjardins,108,684.0,7948.0,6416.0,2176.0,696.0,112.0,13860.8,2800.0,1520.0,3980.0,748,820
27,Phoenix,Coyotes,Bob Francis,126,800.0,8148.0,1842.0,4986.0,1342.0,206.0,0.0,707.0,436.0,952.0,768,864
27,Phoenix,Coyotes,Dave Tippett,202,1025.0,11946.0,9920.0,4124.0,1373.0,220.0,16105.3,2323.0,2285.0,5236.0,1003,1104
27,Phoenix,Coyotes,Rick Bowness,2,34.0,553.0,369.0,238.0,84.0,10.0,0.0,135.0,96.0,233.0,51,48
27,Phoenix,Coyotes,Wayne Gretzky,143,867.0,9420.0,6225.0,5241.0,1624.0,275.0,0.0,2227.0,1863.0,4332.0,920,1002
28,San Jose,Sharks,Bob Boughner,56,372.0,4568.0,3372.0,1228.0,356.0,68.0,6984.8,1276.0,1256.0,2100.0,388,432
28,San Jose,Sharks,Cap Raeder,1,3.0,30.0,8.0,15.0,5.0,1.0,0.0,0.0,0.0,0.0,3,2
28,San Jose,Sharks,Darryl Sutter,92,532.0,5168.0,115.0,3058.0,898.0,138.0,0.0,0.0,0.0,0.0,483,517
28,San Jose,Sharks,Peter DeBoer,443,2558.0,25892.0,17693.0,7937.0,2554.0,530.0,41520.6,8579.0,7147.0,12127.0,2370,2705
28,San Jose,Sharks,Ron Wilson,206,1100.0,11156.0,6370.0,4831.0,1868.0,354.0,0.0,3635.0,1981.0,4005.0,989,1097
28,San Jose,Sharks,Todd McLellan,331,1655.0,19305.0,13201.0,6541.0,2114.0,447.0,22083.9,5998.0,4371.0,8598.0,1483,1731
29,Columbus,Blue Jackets,Claude Noel,10,66.0,635.0,734.0,322.0,93.0,13.0,0.0,98.0,106.0,293.0,57,75
29,Columbus,Blue Jackets,Dave King,64,463.0,5192.0,141.0,3135.0,942.0,141.0,0.0,0.0,0.0,0.0,494,579
29,Columbus,Blue Jackets,Doug MacLean,24,178.0,2101.0,945.0,1357.0,394.0,62.0,0.0,497.0,432.0,728.0,174,248
29,Columbus,Blue Jackets,Gary Agnew,0,10.0,144.0,95.0,89.0,25.0,2.0,0.0,21.0,28.0,57.0,17,12
29,Columbus,Blue Jackets,Gerard Gallant,56,350.0,3910.0,2059.0,2355.0,770.0,114.0,0.0,834.0,861.0,1725.0,377,442
29,Columbus,Blue Jackets,John Tortorella,492,2674.0,29915.0,21023.0,6765.0,2593.0,428.0,46221.3,7206.0,6551.0,13923.0,2563,2693
29,Columbus,Blue Jackets,Ken Hitchcock,125,712.0,8182.0,5910.0,4299.0,1199.0,182.0,0.0,1452.0,1600.0,3405.0,738,814
29,Columbus,Blue Jackets,Scott Arniel,45,306.0,3770.0,3366.0,1624.0,466.0,66.0,6319.4,594.0,815.0,1576.0,338,371
29,Columbus,Blue Jackets,Todd Richards,129,701.0,7691.0,7803.0,3161.0,887.0,167.0,13484.2,1432.0,1613.0,3546.0,720,766
30,Minnesota,Wild,Bruce Boudreau,352,2070.0,22333.0,12993.0,5979.0,2175.0,458.0,36101.5,4705.0,4869.0,10636.0,2000,2239
30,Minnesota,Wild,Dean Evason,36,212.0,2044.0,1316.0,584.0,236.0,36.0,3031.6,464.0,272.0,948.0,244,160
30,Minnesota,Wild,Jacques Lemaire,293,1634.0,17143.0,5638.0,8565.0,2950.0,468.0,0.0,4066.0,2710.0,5417.0,1516,1774
30,Minnesota,Wild,John Torchetti,17,95.0,920.0,591.0,219.0,108.0,23.0,1761.0,210.0,192.0,552.0,90,95
30,Minnesota,Wild,Mike Yeo,184,911.0,10672.0,7242.0,3640.0,1152.0,191.0,19199.7,2361.0,2526.0,5544.0,890,1027
30,Minnesota,Wild,Todd Richards,77,417.0,4414.0,3611.0,1907.0,601.0,112.0,4163.9,1238.0,998.0,2225.0,426,478
52,Winnipeg,Jets,Claude Noel,80,470.0,5331.0,4636.0,2008.0,549.0,88.0,8542.7,1377.0,1066.0,2615.0,465,551
52,Winnipeg,Jets,Paul Maurice,545,3129.0,31884.0,24565.0,9553.0,3155.0,665.0,51587.8,10099.0,7338.0,14296.0,2955,3191
53,Arizona,Coyotes,Dave Tippett,89,564.0,6940.0,6402.0,2594.0,765.0,137.0,12678.6,1610.0,1376.0,3636.0,635,718
53,Arizona,Coyotes,Rick Tocchet,333,1890.0,22346.0,16615.0,5094.0,2239.0,385.0,35120.7,6424.0,4905.0,10882.0,1824,2132
54,Vegas,Golden Knights,Gerard Gallant,344,2001.0,22220.0,18303.0,5297.0,1901.0,373.0,32628.7,5901.0,6991.0,9223.0,1804,2108
54,Vegas,Golden Knights,Peter DeBoer,108,532.0,6024.0,5412.0,1184.0,484.0,96.0,8114.8,1952.0,1332.0,2532.0,440,516
